gen,best,avg,stable
1,83827.525555,91207.253178,0
2,83827.525555,93148.218762,0
3,83827.525555,92291.108688,1
4,83827.525555,90961.975383,2
5,83827.525555,88176.231278,3
6,83827.525555,87999.495721,4
7,83827.525555,85523.378130,5
8,83827.525555,85414.029270,6
9,83788.018564,85698.287717,7
10,83788.018564,85134.597910,0
11,83282.135766,85454.123713,0
12,83033.169970,85482.912320,0
13,82487.780181,85390.684256,0
14,82203.159381,85221.970669,0
15,82203.159381,83669.367690,0
16,82118.684408,83963.701064,1
17,82118.684408,83186.747370,0
18,82118.684408,83471.001580,1
19,82118.684408,82816.702706,2
20,82118.684408,83093.429806,3
21,82118.684408,82939.622799,4
22,82118.684408,83053.258186,5
23,82118.684408,83033.970024,6
24,82118.684408,82874.032571,7
25,82118.684408,82882.512650,8
26,82118.684408,82740.517525,9
27,82118.684408,82976.298178,10
28,82118.684408,82640.333014,11
29,82118.684408,82783.799960,12
30,82118.684408,83043.339319,13
31,82118.684408,83426.211568,14
32,82118.684408,83011.000489,15
33,82118.684408,83088.685775,16
34,82118.684408,83508.703515,17
35,82118.684408,83281.891851,18
36,82118.684408,83102.287822,19
37,82118.684408,83003.390079,20
38,81892.116781,82989.647947,21
39,81892.116781,83344.164446,0
40,81892.116781,83430.545169,1
41,81892.116781,82826.833705,2
42,81892.116781,82791.056894,3
43,81892.116781,82678.666165,4
44,81892.116781,82893.076905,5
45,81892.116781,82582.986777,6
46,81892.116781,82864.661405,7
47,81892.116781,82963.735758,8
48,81892.116781,82592.920553,9
49,81892.116781,82881.400565,10
50,81858.195854,83081.467935,11
51,81858.195854,82819.184706,0
52,81858.195854,82701.662497,1
53,81858.195854,82531.619402,2
54,81858.195854,82786.404218,3
55,81858.195854,82556.535640,4
56,81858.195854,82889.746027,5
57,81858.195854,82863.907824,6
58,81858.195854,82977.985568,7
59,81858.195854,82719.104194,8
60,81858.195854,83022.952058,9
61,81858.195854,83040.928238,10
62,81858.195854,82712.617101,11
63,81858.195854,82910.250061,12
64,81858.195854,82996.312437,13
65,81858.195854,83017.244375,14
66,81804.883501,83102.944365,15
67,81804.883501,82790.714517,0
68,81804.883501,82269.150375,1
69,81804.883501,82677.026958,2
70,81804.883501,82590.203109,3
71,81769.437740,82774.256698,4
72,81769.437740,82821.335923,0
73,81764.908369,83147.789733,1
74,81764.908369,82641.393365,0
75,81764.908369,82989.687245,1
76,81764.908369,82656.477178,2
77,81764.908369,82788.096783,3
78,81764.908369,82711.072651,4
79,81764.908369,82740.844254,5
80,81764.908369,82449.303110,6
81,81764.908369,83074.156538,7
82,81764.908369,82670.036324,8
83,81764.908369,82519.833001,9
84,81764.908369,82661.143934,10
85,81764.908369,82829.615587,11
86,81764.908369,82656.344579,12
87,81764.908369,83017.715219,13
88,81764.908369,82847.053229,14
89,81764.908369,82761.832605,15
90,81743.092860,82826.721997,16
91,81743.092860,82744.448503,0
92,81743.092860,82901.763670,1
93,81743.092860,83060.225501,2
94,81743.092860,82533.249976,3
95,81743.092860,82924.586854,4
96,81741.807585,83052.736583,5
97,81741.807585,82690.086171,0
98,81741.807585,82840.550480,1
99,81741.807585,82464.882933,2
100,81741.807585,82521.029182,3
101,81741.807585,82710.230273,4
102,81741.807585,82850.356139,5
103,81741.807585,82448.175707,6
104,81741.807585,82999.331589,7
105,81741.807585,82516.562881,8
106,81741.807585,82957.724125,9
107,81741.807585,82641.195079,10
108,81741.807585,82548.814653,11
109,81741.807585,82293.518134,12
110,81741.807585,82608.769796,13
111,81741.807585,82339.230128,14
112,81741.807585,82685.439102,15
113,81741.807585,82639.690630,16
114,81741.807585,82963.459734,17
115,81741.807585,82691.698261,18
116,81741.807585,82278.411065,19
117,81741.807585,82821.247650,20
118,81741.807585,83037.121358,21
119,81741.807585,82542.857386,22
120,81741.807585,82872.418462,23
121,81741.807585,82687.540299,24
122,81741.807585,82432.167587,25
123,81741.807585,82578.965221,26
124,81741.807585,82912.781579,27
125,81741.807585,82229.958261,28
126,81741.807585,82754.802434,29
127,81741.807585,82789.595178,30
128,81741.807585,82590.092191,31
129,81741.807585,82670.526931,32
130,81741.807585,82568.723769,33
131,81741.807585,82522.664533,34
132,81741.807585,82645.167296,35
133,81741.807585,82901.102964,36
134,81741.807585,82641.769189,37
135,81741.807585,82912.230201,38
136,81741.807585,82667.232915,39
137,81741.807585,82499.288431,40
138,81741.807585,82330.794192,41
139,81741.807585,82620.177348,42
140,81741.807585,82646.722510,43
141,81741.807585,82567.713243,44
142,81741.807585,82647.183090,45
143,81741.807585,82798.890773,46
144,81741.807585,82657.485927,47
145,81741.807585,82393.268604,48
146,81741.807585,83072.989101,49
147,81741.807585,82857.732510,50
148,81741.807585,82314.452924,51
