gen,best,avg,stable
1,598410.508654,632141.367464,0
2,598410.508654,650177.144255,0
3,598410.508654,657958.946565,1
4,598410.508654,650418.623423,2
5,598410.508654,650264.443707,3
6,598410.508654,636240.149984,4
7,598410.508654,616387.945906,5
8,598410.508654,614654.659319,6
9,598410.508654,618046.786324,7
10,598410.508654,621161.901529,8
11,598410.508654,628462.584123,9
12,598410.508654,628602.845064,10
13,598410.508654,615475.256424,11
14,598410.508654,605123.648563,0
15,597556.404475,605508.011866,1
16,597556.404475,607315.099878,0
17,590850.881522,604588.366493,1
18,588032.976657,603258.382959,0
19,585537.803323,600020.784025,0
20,585537.803323,596008.642431,0
21,584528.913168,593773.636929,1
22,584528.913168,590303.690073,0
23,584528.913168,590111.451220,1
24,584528.913168,588210.782483,2
25,584528.913168,588919.863503,3
26,584528.913168,589227.013571,4
27,584528.913168,587872.749754,5
28,584528.913168,592424.119617,6
29,584528.913168,589355.772623,7
30,584528.913168,590121.483315,8
31,584528.913168,588058.986854,9
32,584528.913168,590471.576140,10
33,584528.913168,590166.505928,11
34,584528.913168,590914.715695,12
35,584528.913168,590673.884146,13
36,584528.913168,591759.418590,14
37,584528.913168,589605.442574,15
38,584528.913168,587705.455119,16
39,584528.913168,588040.306644,17
40,584528.913168,589072.113086,18
41,584528.913168,590210.757672,19
42,584528.913168,588387.075959,20
43,584528.913168,591080.447308,21
44,584528.913168,589216.904890,22
45,584528.913168,592400.589751,23
46,584528.913168,591102.442573,24
47,584528.913168,588619.676366,25
48,584528.913168,590322.368197,26
49,584528.913168,590792.408418,27
50,584528.913168,590217.515730,28
51,584394.199574,589853.417568,29
52,584394.199574,589830.049029,0
53,584394.199574,589637.950254,1
54,584394.199574,588247.866301,2
55,584394.199574,589877.706105,3
56,584394.199574,589203.298871,4
57,584394.199574,587747.256661,5
58,584394.199574,591201.521680,6
59,584394.199574,591407.196507,7
60,584394.199574,592314.860759,8
61,584394.199574,591739.763092,9
62,584394.199574,590744.187107,10
63,584394.199574,588731.488546,11
