gen,best,avg,stable
1,128167.869837,135112.956458,0
2,128167.869837,136871.573630,0
3,128167.869837,137812.225754,1
4,128167.869837,136994.830966,2
5,128167.869837,136196.255919,3
6,128167.869837,135057.831926,4
7,128167.869837,132722.347835,5
8,128167.869837,131279.546113,6
9,128167.869837,132409.762411,7
10,127777.619239,132458.903276,8
11,126862.958173,132568.502330,0
12,126862.958173,133121.148790,0
13,126661.045984,133480.165799,1
14,126661.045984,130874.862658,0
15,126661.045984,129018.303464,1
16,126635.218654,127829.560806,2
17,126635.218654,128095.684771,0
18,126635.218654,128020.242874,0
19,126635.218654,127598.399631,1
20,126635.218654,127687.073850,2
21,126635.218654,127593.655594,3
22,126635.218654,127694.844336,4
23,126635.218654,127496.488112,5
24,126635.218654,127854.832367,6
25,126635.218654,127669.225018,7
26,126635.218654,127763.395835,8
27,126635.218654,128220.707077,9
28,126635.218654,127587.886776,10
29,126635.218654,127235.251745,11
30,126635.218654,127750.812086,12
31,126635.218654,127757.286791,13
32,126635.218654,127539.115671,14
33,126635.218654,127848.527921,15
34,126635.218654,127534.701769,16
35,126635.218654,127345.215094,17
36,126635.218654,127595.554406,18
37,126635.218654,127449.689563,19
38,126635.218654,127762.432669,20
39,126635.218654,127676.448088,21
40,126635.218654,127779.740103,22
41,126619.649536,127486.620307,23
42,126619.649536,127721.614127,0
43,126508.071638,127424.162846,1
44,126508.071638,127403.264473,0
45,126508.071638,127708.114842,1
46,126508.071638,127766.875684,2
47,126508.071638,127298.539466,3
48,126508.071638,127717.454088,4
49,126508.071638,127552.109010,5
50,126508.071638,127138.447115,6
51,126508.071638,127161.689878,7
52,126508.071638,127882.321600,8
53,126508.071638,127267.175458,9
54,126508.071638,127732.177426,10
55,126508.071638,127686.925503,11
56,126508.071638,127749.618815,12
57,126508.071638,127458.619089,13
58,126508.071638,127360.807215,14
59,126508.071638,127324.666454,15
60,126508.071638,127511.874679,16
61,126508.071638,127444.870211,17
62,126508.071638,127717.351481,18
63,126508.071638,127409.665853,19
64,126508.071638,127334.294633,20
65,126508.071638,128002.247027,21
66,126508.071638,127340.974970,22
67,126508.071638,127380.281034,23
68,126508.071638,127317.058539,24
69,126507.219800,127357.440063,25
70,126507.219800,127573.581887,0
71,126507.219800,127741.964535,1
72,126507.219800,128033.372714,2
73,126507.219800,127501.859770,3
74,126507.219800,127617.119936,4
75,126507.219800,127647.730188,5
76,126507.219800,127070.547173,6
77,126507.219800,127394.562364,7
78,126507.219800,127393.041543,8
79,126507.219800,127400.175894,9
80,126507.219800,127587.484506,10
