gen,best,avg,stable
1,377077.768721,387359.131017,0
2,377077.768721,400195.560997,0
3,377077.768721,407425.263652,1
4,377077.768721,415378.941672,2
5,377077.768721,418954.588815,3
6,377077.768721,416083.610058,4
7,377077.768721,418123.830756,5
8,377077.768721,415164.943780,6
9,377077.768721,408879.844709,7
10,377077.768721,406190.712811,8
11,377077.768721,407801.697734,9
12,377077.768721,405807.274288,10
13,377077.768721,405358.270572,0
14,377077.768721,397642.271657,1
15,377077.768721,388528.650612,2
16,377077.768721,386111.273574,3
17,377077.768721,383424.061608,4
18,377077.768721,381665.743858,5
19,377077.768721,381896.338004,6
20,377077.768721,381033.369718,7
21,377077.768721,381169.104645,8
22,377077.768721,380252.422954,9
23,377077.768721,379517.714248,10
24,377077.768721,379559.960509,11
25,377077.768721,378903.941020,12
26,377077.768721,379748.813786,13
27,377077.768721,379637.092667,14
28,377077.768721,378619.738516,15
29,377077.768721,378799.552412,16
30,377077.768721,378893.736890,17
31,377077.768721,378882.448832,18
32,377077.768721,378802.385650,19
33,377077.768721,378839.061431,20
34,377077.768721,378277.186459,21
35,377077.768721,377711.901873,22
36,377077.768721,377835.894260,23
37,377077.768721,377656.820614,24
38,377077.768721,377604.176471,25
39,377077.768721,378313.444589,26
40,377077.768721,377905.487969,27
41,377077.768721,377504.477908,28
42,377077.768721,377718.066683,29
43,377077.768721,377882.298747,30
44,377077.768721,377647.174481,31
45,377077.768721,378041.207459,32
46,377077.768721,377954.732471,33
47,377077.768721,378210.069454,34
48,377077.768721,377891.516591,35
49,377077.768721,377502.939828,36
50,377077.768721,377297.657780,37
51,377077.768721,377951.196752,38
52,377077.768721,377867.285172,39
53,377077.768721,377594.269689,40
54,377077.768721,377975.788763,41
55,377077.768721,377588.897589,42
56,377077.768721,377519.503347,43
57,377077.768721,377982.858230,44
58,377008.730475,378075.720520,45
59,377008.730475,377673.292169,0
60,377008.730475,377780.828624,1
61,377008.730475,377631.720592,2
62,377008.730475,377600.674773,3
63,377008.730475,378123.426596,4
64,377008.730475,377735.209103,5
65,377008.730475,377881.370689,6
66,377008.730475,378232.989574,7
67,377008.730475,377893.987529,8
68,377008.730475,377582.089778,9
69,377008.730475,377532.722982,10
70,377008.730475,377575.776288,11
71,377008.730475,377524.122225,12
72,377008.730475,377679.263628,13
73,377008.730475,377742.302064,14
74,377008.730475,377870.727048,15
75,377008.730475,377924.524145,16
76,377008.730475,377953.460133,17
77,377008.730475,377727.044982,18
78,377008.730475,377420.878924,19
79,377008.730475,377829.510928,20
80,377008.730475,377640.042632,21
81,377008.730475,378192.257346,22
82,377008.730475,377715.821341,23
83,377008.730475,377538.089408,24
84,377008.730475,377836.147850,25
85,377008.730475,377867.937420,26
86,377008.730475,377476.116310,27
87,377008.730475,377642.247176,28
88,377008.730475,377538.252171,29
89,377008.730475,377621.559236,30
90,377008.730475,378009.673590,31
91,377008.730475,377745.604396,32
92,377008.730475,378073.035494,33
93,377008.730475,377774.648549,34
94,377008.730475,377859.149659,35
95,377008.730475,377521.527217,36
96,377008.730475,377480.977895,37
97,377008.730475,377797.018665,38
98,377008.730475,378079.634338,39
99,377008.730475,378313.996804,40
100,377008.730475,377938.978771,41
101,377008.730475,377765.808878,42
102,377008.730475,377832.742039,43
103,377008.730475,377623.204832,44
104,377008.730475,377294.326766,45
105,377008.730475,377500.038803,46
106,377008.730475,377957.656635,47
107,377008.730475,377860.139289,48
108,377008.730475,377585.980236,49
109,377008.730475,377338.661413,50
110,377008.730475,377846.196183,51
111,377008.730475,377608.382344,52
112,377008.730475,377535.551071,53
113,377008.730475,377959.003169,54
114,377008.730475,377927.956328,55
115,377008.730475,377885.087072,56
116,377008.730475,377316.705474,57
117,377008.730475,377683.262593,58
118,377008.730475,377594.600654,59
119,377008.730475,377935.642802,60
120,377008.730475,377406.872486,61
121,377008.730475,377439.428830,62
122,377008.730475,377393.451713,63
123,377008.730475,377495.036063,64
124,377008.730475,377643.023710,65
125,377008.730475,377785.065044,66
126,377008.730475,377632.598865,67
127,377008.730475,377368.974498,68
128,377008.730475,377454.934476,69
129,377008.730475,377430.950260,70
130,377008.730475,378134.050297,71
131,377008.730475,377432.297875,72
132,377008.730475,377597.423179,73
133,377008.730475,377270.848155,74
134,377008.730475,377751.646137,75
135,377008.730475,377529.152057,76
136,377008.730475,377103.894054,77
137,377008.730475,377753.959036,78
138,377008.730475,377667.716740,79
139,377008.730475,377533.102393,80
140,377008.730475,377660.861908,81
141,377008.730475,377474.280645,82
142,377008.730475,377991.266289,83
143,377008.730475,378006.251962,84
144,377008.730475,377603.450980,85
145,377008.730475,377846.100436,86
146,377008.730475,377843.691443,87
147,377008.730475,377980.871240,88
148,377008.730475,377758.332386,89
149,377008.730475,377811.529985,90
150,377008.730475,377485.221009,91
151,377008.730475,377294.791034,92
152,377008.730475,377736.163766,93
153,377008.730475,377743.723034,94
154,377008.730475,377720.916960,95
155,377008.730475,377578.113177,96
156,377008.730475,377928.084449,97
157,377008.730475,377779.391300,98
158,377008.730475,377709.534109,99
159,377008.730475,377588.988449,100
160,377008.730475,377584.592014,101
161,377008.730475,377556.141960,102
162,377008.730475,377829.583789,103
163,377008.730475,377542.120500,104
164,377008.730475,377838.965952,105
165,377008.730475,378121.467267,106
166,377008.730475,378556.918720,107
167,377008.730475,377951.345368,108
168,377008.730475,377795.684627,109
169,377008.730475,378204.995560,110
170,377008.730475,377983.401371,111
171,377008.730475,377878.715825,112
172,377008.730475,377630.770376,113
173,377008.730475,378123.405486,114
174,377008.730475,377981.102405,115
175,377008.730475,377762.090669,116
176,377008.730475,377495.749220,117
177,377008.730475,377331.970627,118
178,377008.730475,377586.070558,119
179,377008.730475,377860.977041,120
180,377008.730475,377427.228784,121
181,377008.730475,377586.298403,122
182,377008.730475,377733.646849,123
183,377008.730475,377565.018938,124
184,377008.730475,377633.697973,125
185,377008.730475,377527.640182,126
186,377008.730475,378710.833272,127
187,377008.730475,377947.902990,128
188,377008.730475,377752.743581,129
189,377008.730475,377975.618114,130
190,377008.730475,377458.435580,131
191,377008.730475,377941.004910,132
192,377008.730475,377651.142840,133
193,377008.730475,377413.871741,134
194,377008.730475,378085.839939,135
195,377008.730475,377652.081456,136
196,377008.730475,377713.649370,137
197,377008.730475,377777.939748,138
198,377008.730475,377625.322921,139
199,377008.730475,377805.395660,140
200,377008.730475,377959.270394,141
201,377008.730475,377570.116330,142
202,377008.730475,378059.034808,143
203,377008.730475,377764.264465,144
204,377008.730475,377140.234238,145
205,377008.730475,377640.607186,146
206,377008.730475,377727.444333,147
207,377008.730475,377784.892829,148
208,377008.730475,377961.454013,149
209,377008.730475,377819.525524,150
210,377008.730475,378050.316844,151
211,377008.730475,377724.785457,152
212,377008.730475,377736.192967,153
213,377008.730475,378213.031304,154
214,377008.730475,377980.821929,155
215,377008.730475,377769.546707,156
216,377008.730475,377449.829516,157
217,377008.730475,377539.622819,158
218,377008.730475,377527.530844,159
219,377008.730475,377668.388201,160
220,377008.730475,377652.403318,161
221,377008.730475,377406.116871,162
222,377008.730475,377539.970402,163
223,377008.730475,377913.599495,164
224,377008.730475,377632.062815,165
225,377008.730475,377538.730863,166
226,377008.730475,377258.921110,167
227,377008.730475,377662.909204,168
228,377008.730475,377615.245651,169
229,377008.730475,377735.774281,170
230,377008.730475,378275.673068,171
231,377008.730475,377667.445482,172
232,377008.730475,377410.203144,173
233,377008.730475,377396.479802,174
234,377008.730475,377656.531270,175
235,377008.730475,377797.961063,176
236,377008.730475,378472.552332,177
237,377008.730475,377860.217103,178
238,377008.730475,377642.144177,179
239,377008.730475,377704.205434,180
240,377008.730475,377555.104903,181
241,377008.730475,377911.486443,182
242,377008.730475,377504.377484,183
243,377008.730475,378062.947482,184
244,377008.730475,377903.642589,185
245,377008.730475,377351.442927,186
246,377008.730475,377688.651813,187
247,377008.730475,377727.600341,188
248,377008.730475,377612.748602,189
249,377008.730475,377440.893809,190
250,377008.730475,377843.107559,191
251,377008.730475,377605.304926,192
252,377008.730475,377745.970571,193
253,377008.730475,377957.475389,194
254,377008.730475,378051.936395,195
255,377008.730475,378425.496513,196
256,377008.730475,377681.027147,197
257,377008.730475,377852.569497,198
258,377008.730475,377319.789975,199
259,377008.730475,377454.966682,200
260,377008.730475,377720.281935,201
261,377008.730475,377538.803670,202
262,377008.730475,377907.062149,203
263,377008.730475,377672.307650,204
264,377008.730475,377320.123271,205
265,377008.730475,377638.443100,206
266,377008.730475,377645.391061,207
267,377008.730475,377704.364170,208
268,377008.730475,377557.489327,209
269,377008.730475,377596.686521,210
270,377008.730475,377326.362483,211
271,377008.730475,377626.351520,212
272,377008.730475,377925.085350,213
273,377008.730475,377499.287323,214
274,377008.730475,377420.867975,215
275,377008.730475,377722.277507,216
276,377008.730475,377516.270327,217
277,377008.730475,377340.007460,218
278,377008.730475,377624.053856,219
279,377008.730475,377773.563368,220
280,377008.730475,378668.578308,221
281,377008.730475,377827.212613,222
282,377008.730475,377354.885275,223
283,377008.730475,377614.029112,224
284,377008.730475,377613.279153,225
285,377008.730475,377896.654269,226
286,377008.730475,377411.415017,227
287,377008.730475,377637.487695,228
288,377008.730475,377752.658688,229
289,377008.730475,377778.485095,230
290,377008.730475,377685.882199,231
291,377008.730475,377980.370371,232
292,377008.730475,378049.938063,233
293,377008.730475,378432.829856,234
294,377008.730475,377585.801342,235
295,377008.730475,377338.112225,236
296,377008.730475,377757.138911,237
297,377008.730475,378082.586322,238
298,377008.730475,377652.567462,239
299,377008.730475,377762.853466,240
300,377008.730475,377585.213622,241
301,377008.730475,377553.899138,242
302,377008.730475,378057.015535,243
303,377008.730475,378176.335546,244
304,377008.730475,377413.645261,245
305,377008.730475,377619.693943,246
306,377008.730475,377723.188824,247
307,377008.730475,377240.971709,248
308,377008.730475,377481.940653,249
309,377008.730475,377489.457537,250
310,377008.730475,377448.274709,251
311,377008.730475,377562.379863,252
312,377008.730475,377572.569275,253
313,377008.730475,377795.799922,254
314,377008.730475,377933.212641,255
315,377008.730475,377951.106713,256
316,377008.730475,377765.039430,257
317,377008.730475,377218.674155,258
318,377008.730475,377507.665053,259
319,377008.730475,377908.930438,260
320,377008.730475,377477.636430,261
321,377008.730475,377706.677258,262
322,377008.730475,377369.433405,263
323,377008.730475,377739.714415,264
324,377008.730475,377829.634300,265
325,377008.730475,377467.987546,266
326,377008.730475,377725.974396,267
327,377008.730475,378133.021992,268
328,377008.730475,377527.021150,269
329,377008.730475,377348.920016,270
330,377008.730475,378133.039402,271
331,377008.730475,377714.884202,272
332,377008.730475,377387.371450,273
333,377008.730475,377863.729122,274
334,377008.730475,377659.298283,275
335,377008.730475,377426.373396,276
336,377008.730475,377607.766301,277
337,377008.730475,377799.612651,278
338,377008.730475,377510.671660,279
339,377008.730475,377458.752418,280
340,377008.730475,378044.159428,281
341,377008.730475,377965.663877,282
342,377008.730475,377637.692400,283
343,377008.730475,377699.252279,284
344,377008.730475,377493.772540,285
345,377008.730475,377792.425243,286
346,377008.730475,377928.005581,287
347,377008.730475,377883.800688,288
348,377008.730475,377821.738040,289
349,377008.730475,377541.631881,290
350,377008.730475,377596.421966,291
351,377008.730475,377701.528856,292
352,377008.730475,377429.362351,293
353,377008.730475,377792.384188,294
354,377008.730475,378129.478928,295
355,377008.730475,377560.766374,296
356,377008.730475,377879.629482,297
357,377008.730475,377480.482043,298
358,377008.730475,377931.690497,299
359,377008.730475,377886.240641,300
360,377008.730475,377408.639005,301
361,377008.730475,377645.586074,302
362,377008.730475,377484.330855,303
363,377008.730475,377638.719968,304
364,377008.730475,378040.079523,305
365,377008.730475,377865.435408,306
366,377008.730475,378043.426317,307
367,377008.730475,377740.675804,308
368,377008.730475,377747.234422,309
369,377008.730475,377508.383390,310
370,377008.730475,377673.257540,311
371,377008.730475,377616.944103,312
372,377008.730475,377912.119844,313
373,377008.730475,378108.269378,314
374,377008.730475,377641.074939,315
375,377008.730475,377516.362436,316
376,377008.730475,378188.421512,317
377,377008.730475,377825.484993,318
378,377008.730475,377446.908043,319
379,377008.730475,377680.531260,320
380,377008.730475,377694.831937,321
381,377008.730475,377581.188712,322
382,377008.730475,378026.379653,323
383,377008.730475,378230.967023,324
384,377008.730475,378198.892293,325
385,377008.730475,377697.267787,326
386,377008.730475,377504.074204,327
387,377008.730475,377978.449930,328
388,377008.730475,377742.698875,329
389,377008.730475,377662.428521,330
390,377008.730475,378007.442389,331
391,377008.730475,378042.158351,332
392,377008.730475,377503.947194,333
393,377008.730475,377673.818351,334
394,377008.730475,377616.600365,335
395,377008.730475,378108.010502,336
396,377008.730475,377819.099987,337
397,377008.730475,378143.050653,338
398,377008.730475,377557.877087,339
399,377008.730475,377579.974804,340
400,377008.730475,377462.357221,341
401,377008.730475,377427.170007,342
402,377008.730475,377865.420428,343
403,377008.730475,377501.976524,344
404,377008.730475,378069.350922,345
405,377008.730475,377463.344075,346
406,377008.730475,377406.858802,347
407,377008.730475,378527.807579,348
408,377008.730475,377840.612269,349
409,377008.730475,377332.599911,350
410,377008.730475,377361.784541,351
411,377008.730475,377697.504424,352
412,377008.730475,377960.163229,353
413,377008.730475,377832.075751,354
414,377008.730475,377980.068519,355
415,377008.730475,377576.042867,356
416,377008.730475,377606.382499,357
417,377008.730475,377886.510149,358
418,377008.730475,377584.006252,359
419,377008.730475,377502.989999,360
420,377008.730475,377864.217901,361
421,377008.730475,377620.436759,362
422,377008.730475,377715.795044,363
423,377008.730475,377776.488895,364
424,377008.730475,377576.232741,365
425,377008.730475,377476.059181,366
426,377008.170353,377446.582075,367
427,377008.170353,377233.545706,0
428,377008.170353,377541.060129,1
429,377008.170353,377796.714474,2
430,377008.170353,377814.092766,3
431,377008.170353,378077.131494,4
432,377008.170353,377531.948543,5
433,377008.170353,377568.548024,6
434,377008.170353,377448.907612,7
435,377008.170353,377391.563729,8
436,377008.170353,377566.856583,9
437,377008.170353,377971.789996,0
438,377008.170353,377549.817024,1
439,377008.170353,377568.345055,2
440,377008.170353,378198.644490,3
441,377008.170353,378522.804181,4
442,377008.170353,377919.795916,5
443,377008.170353,377876.333290,6
444,377008.170353,377755.997138,7
445,377008.170353,377716.820179,8
446,377008.170353,377977.215370,9
447,377008.170353,377525.398777,10
448,377008.170353,377696.881103,11
449,377008.170353,377953.538862,12
450,377008.170353,377690.613554,13
