gen,best,avg,stable
1,329558439.824570,332388828.534126,0
2,329558439.824570,8344398870.217816,0
3,329558439.824570,11676516035.368176,1
4,329558439.824570,12671059774.494829,2
5,329558439.824570,13009190324.412689,3
6,329558439.824570,12357727212.107800,4
7,329558439.824570,11565614006.774042,5
8,329558439.824570,11217327392.570484,6
9,329558439.824570,11273271814.213852,7
10,329558439.824570,10992238621.632366,8
11,329558439.824570,10633088801.119879,9
12,329558439.824570,10440925913.151045,10
13,329558439.824570,9884240793.350550,11
14,329558439.824570,7698895837.876181,12
15,329558439.824570,5626206827.567756,13
16,329558439.824570,4807359144.236337,14
17,329558439.824570,3543711639.551456,15
18,329558439.824570,3002863231.112253,16
19,329558439.824570,2553432874.904739,17
20,329558439.824570,2398776548.536307,18
21,329558439.824570,2397914390.467691,19
22,329558439.824570,2358938278.424239,20
23,329558439.824570,2002556253.520324,21
24,329558439.824570,2247796566.785954,22
25,329558439.824570,2527364917.903397,23
26,329558439.824570,1968540277.758147,24
27,329558439.824570,2113860830.400803,25
28,329558439.824570,1748354576.019263,26
29,329558439.824570,2033281133.016280,27
30,329558439.824570,1147469225.948556,28
31,329558439.824570,1282927143.405400,29
32,329558439.824570,1246547564.455791,30
33,329558439.824570,1762292354.770157,31
34,329558439.824570,1885199931.594248,32
35,329558439.824570,1618151612.462887,33
36,329558439.824570,1564979900.962637,34
37,329558439.824570,1708184402.458821,35
38,329558439.824570,1554953442.846072,36
39,329558439.824570,1160314459.765532,37
40,329558439.824570,1499716069.062850,38
41,329558439.824570,2370720187.064550,39
42,329558439.824570,2212909920.253246,40
43,329558439.824570,2006444591.213462,41
44,329558439.824570,2538104041.929897,42
45,329558439.824570,2941215157.654639,43
46,329558439.824570,2564045803.464572,44
47,329558439.824570,2551100126.830445,45
48,329558439.824570,2722665134.444203,46
49,329558439.824570,2583984333.359706,47
50,329558439.824570,3044479621.899160,48
51,329558439.824570,4102829083.580486,49
52,329558439.824570,5069867742.497981,50
53,329558439.824570,5111037255.305370,51
54,329558439.824570,4597117396.085395,52
55,329558439.824570,4841138007.616391,53
56,329558439.824570,5842430961.975079,54
57,329558439.824570,7192915198.333661,55
58,329558439.824570,7398603862.084525,56
59,329558439.824570,8284653725.885883,57
60,329558439.824570,8064807419.654030,58
61,329558439.824570,8598980853.429806,59
62,329558439.824570,8530576753.418239,60
63,329558439.824570,8918143597.639688,61
64,329558439.824570,8228543459.830915,62
65,329558439.824570,8792625565.623268,63
66,329558439.824570,8520762703.570580,64
67,329558439.824570,8477519007.171966,65
68,329558439.824570,8329365888.034486,66
69,329558439.824570,7638231840.079762,67
70,329558439.824570,7699328121.541522,68
71,329558439.824570,7912331417.404969,69
72,329558439.824570,5534620497.204708,70
73,329558439.824570,3487405204.959330,71
74,329558439.824570,2318244970.004585,72
75,329558439.824570,1381847563.997916,73
76,329558439.824570,919161600.456948,74
77,329558439.824570,678384760.715576,75
78,329558439.824570,523887964.455786,76
79,329558439.824570,418508967.352305,77
80,329558439.824570,383471862.527451,78
81,329558439.824570,360714981.049046,79
82,329558439.824570,359791241.773609,80
83,329558439.824570,359356407.523845,81
84,329558439.824570,351581250.330511,82
85,329558439.824570,346738497.372373,83
86,329558439.824570,341983077.307077,84
87,329558439.824570,340574006.547652,85
88,329558439.824570,341188610.297258,86
89,329558439.824570,343991205.058537,87
90,329558439.824570,339175859.841468,88
91,329554457.235889,344296290.575283,89
92,329552849.221712,341607033.672337,0
93,329552849.221712,343390110.135223,0
94,329552849.221712,334719944.978763,1
95,329552849.221712,337792300.642720,2
96,329552849.221712,338828106.485296,3
97,329552068.115604,334213073.073554,4
98,329549292.062145,334126912.163581,0
99,329549292.062145,333305378.869529,0
100,329548510.956037,331572927.256406,1
101,329548510.956037,333266108.166886,0
102,329547102.629925,331527124.213342,1
103,329547102.629925,333319849.510766,0
104,329546108.509435,330597403.395855,1
105,329546108.509435,331547024.335398,0
106,329546108.509435,329963069.752374,1
107,329545242.782795,330023675.620737,2
108,329545242.782795,332785671.110899,0
109,329545242.782795,330539764.463638,1
110,329545242.782795,331690479.188489,2
111,329545242.782795,331655342.546942,3
112,329545242.782795,331284199.477382,4
113,329545242.782795,332333551.520654,5
114,329545242.782795,334973624.249635,6
115,329545242.782795,331650299.870864,7
116,329545242.782795,332152420.817676,8
117,329545242.782795,330587830.843289,9
118,329545242.782795,331504763.439362,10
119,329545242.782795,331670393.895267,11
120,329545242.782795,332087323.768317,12
121,329545242.782795,332556701.635301,13
122,329545242.782795,331534134.080488,14
123,329545242.782795,331654866.134237,15
124,329545242.782795,332488186.245825,16
125,329545242.782795,330627446.051883,17
126,329545242.782795,332344231.649679,18
127,329545242.782795,332390727.463530,19
128,329545242.782795,330830635.522047,20
129,329545242.782795,334072512.648463,21
130,329545242.782795,333314752.420539,22
131,329545242.782795,332134754.184138,23
132,329545242.782795,332920287.385081,24
133,329545242.782795,332074582.457825,25
134,329545242.782795,331562339.298680,26
135,329545242.782795,331423264.322094,27
136,329545242.782795,330832129.497064,28
137,329545242.782795,333997626.308431,29
138,329545242.782795,332995595.343665,30
139,329545242.782795,332743032.722363,31
140,329545242.782795,331946195.194356,32
141,329545242.782795,333279712.882722,33
142,329545242.782795,334048072.712280,34
143,329545242.782795,331886066.099737,35
144,329545242.782795,335865882.166496,36
145,329545242.782795,332894199.464076,37
146,329545242.782795,336241150.029186,38
147,329545242.782795,336723718.595967,39
148,329545242.782795,334129448.201590,40
149,329545242.782795,332289835.394303,41
150,329545242.782795,335823239.863450,42
151,329545242.782795,334612310.286917,43
152,329545242.782795,332677646.236920,44
153,329545163.855090,334577866.015581,45
154,329543141.467233,333524463.056428,0
155,329542066.702584,334699511.345773,0
156,329542066.702584,334987421.513490,0
157,329542066.702584,337199075.296244,1
158,329542066.702584,334393390.282935,2
159,329542066.702584,330399231.050993,3
160,329542066.702584,332380924.121182,4
161,329542066.702584,331104748.632702,5
162,329542066.702584,331953534.118209,6
163,329542066.702584,332803749.641315,7
164,329532490.647155,334948020.993386,8
165,329532490.647155,337409440.940506,0
166,329532490.647155,334908809.573775,1
167,329532490.647155,335973703.262734,2
168,329532490.647155,332453770.090158,3
169,329532490.647155,335594977.167955,4
170,329532490.647155,337713754.835355,5
171,329532490.647155,342636938.852482,6
172,329532490.647155,341231728.721819,7
173,329532490.647155,334851659.786203,8
174,329532490.647155,334995322.825768,9
175,329532490.647155,335989870.896321,10
176,329532490.647155,337430908.933222,11
177,329532045.173624,344346319.189775,12
178,329524337.979679,336669861.797845,0
179,329518340.610802,336317338.349552,0
180,329518340.610802,338690356.103150,0
181,329518340.610802,343113799.687792,1
182,329517890.350110,341503474.474414,2
183,329517890.350110,335149928.084275,0
184,329516482.023998,332385754.420888,1
185,329515470.264341,332585225.181678,0
186,329515470.264341,330760369.949732,0
187,329513611.677537,331996668.646491,1
188,329513166.204006,331996953.377433,0
189,329512473.709124,331632438.307566,0
190,329484378.448531,332141298.202803,0
191,329484378.448531,330257778.556852,0
192,329466518.726759,330981187.598822,1
193,329466518.726759,332905597.209973,0
194,329453626.192878,331955433.185314,1
195,329449368.609954,331286733.775931,0
196,329446513.217024,331743341.936234,0
197,329445290.554581,333383398.386795,0
198,329445290.554581,330734598.760858,0
199,329445290.554581,332238506.640997,1
200,329444310.314801,334224905.681799,2
201,329444294.598611,331553388.411891,0
202,329444294.598611,331699213.256612,0
